cancel	2	It Isn't the Mane Thing About You.txt	The Washouts.txt	
breeze	5	It Ain't Easy Being Breezies.txt	Tanks for the Memories.txt	The Crystal Empire - Part 1.txt	Three's A Crowd.txt	A Royal Problem.txt	
whimpering	8	The Gift of the Maud Pie.txt	Power Ponies.txt	Forever Filly.txt	Growing Up is Hard to Do.txt	The Cutie Re-Mark - Part 2.txt	The Times They Are A Changeling.txt	The Last Problem.txt	The Washouts.txt	
fill	1	A Friend in Deed.txt	
heart	1	Filli Vanilli.txt	
transforming	1	To Where and Back Again - Part 1.txt	
hou-	1	It Ain't Easy Being Breezies.txt	
trash	2	Newbie Dash.txt	Filli Vanilli.txt	
horn	4	Princess Twilight Sparkle - Part 1.txt	The Crystal Empire - Part 1.txt	Uncommon Bond.txt	Celestial Advice.txt	
splashin'	1	Surf and or Turf.txt	
leaning	1	The Break Up Break Down.txt	
true	2	Filli Vanilli.txt	Apple Family Reunion.txt	
grunting	3	Spike at Your Service.txt	The Perfect Pear.txt	My Little Pony Equestria Girls: Movie Magic.txt	
hors	1	Sweet and Elite.txt	
sore	3	Keep Calm and Flutter On.txt	Dragon Dropped.txt	Celestial Advice.txt	
glow	3	Marks for Effort.txt	The Perfect Pear.txt	The Saddle Row Review.txt	
laughter	2	To Where and Back Again - Part 1.txt	A Friend in Deed.txt	
since	1	Apple Family Reunion.txt	
world-famous	1	The Cutie Re-Mark - Part 1.txt	
soup	4	Three's A Crowd.txt	A Royal Problem.txt	Dragon Dropped.txt	The Saddle Row Review.txt	
arguin'	1	Pinkie Apple Pie.txt	
pollen	1	It Ain't Easy Being Breezies.txt	
soul	2	Pinkie Apple Pie.txt	Boast Busters.txt	
yippee	1	Pinkie Apple Pie.txt	
groove	3	Pinkie Pride.txt	It's About Time.txt	Griffon the Brush Off.txt	
dangerous	1	Student Counsel.txt	
tummy's	1	Secrets and Pies.txt	
quantum	1	The Hooffields and McColts.txt	
troubles	2	A Rockhoof and a Hard Place.txt	Secrets and Pies.txt	
sour	2	Bloom & Gloom.txt	The Perfect Pear.txt	
hour	1	Applejack's "Day" Off.txt	
(rain	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
troubled	1	Hearth's Warming Eve.txt	
heard	3	The Washouts.txt	Filli Vanilli.txt	My Little Pony Equestria Girls: Movie Magic.txt	
falling	1	Apple Family Reunion.txt	
confetti	1	A Friend in Deed.txt	
fins	2	My Little Pony Equestria Girls: Summertime Shorts.txt	Surf and or Turf.txt	
potion-makin'	1	Twilight Time.txt	
extraordinary	2	Campfire Tales.txt	Gauntlet of Fire.txt	
yearling	1	My Little Pony Equestria Girls: Movie Magic.txt	
pulling	5	The Break Up Break Down.txt	To Where and Back Again - Part 2.txt	Griffon the Brush Off.txt	Princess Twilight Sparkle - Part 1.txt	Made in Manehattan.txt	
writer	1	The Mysterious Mare Do Well.txt	
writes	2	Three's A Crowd.txt	The Mysterious Mare Do Well.txt	
all-powerful	1	The Beginning of the End - Part 2.txt	
glue	3	Pinkie Apple Pie.txt	Uprooted.txt	Student Counsel.txt	
sown	1	Castle Sweet Castle.txt	
scream	6	Princess Twilight Sparkle - Part 1.txt	Feeling Pinkie Keen.txt	Three's A Crowd.txt	Growing Up is Hard to Do.txt	Dragon Dropped.txt	Apple Family Reunion.txt	
tootin'	2	The Cart Before the Ponies.txt	Pinkie Apple Pie.txt	
firm	2	It Ain't Easy Being Breezies.txt	Three's A Crowd.txt	
seaquestria	2	Surf and or Turf.txt	The Hearth's Warming Club.txt	
contribution	2	Gauntlet of Fire.txt	Twilight's Kingdom - Part 1.txt	
constellation	1	A Rockhoof and a Hard Place.txt	
doorbell	2	Party of One.txt	A Dog and Pony Show.txt	
ignorant	1	Boast Busters.txt	
fire	1	Apple Family Reunion.txt	
roomies	1	Celestial Advice.txt	
savvy	1	Sweet and Elite.txt	
run-through	2	Rarity Takes Manehattan.txt	Filli Vanilli.txt	
oinking	1	Applejack's "Day" Off.txt	
howl	2	The Crystal Empire - Part 1.txt	The Crystal Empire - Part 2.txt	
mutilated	1	MMMystery on the Friendship Express.txt	
decorative	1	A Rockhoof and a Hard Place.txt	
disastrous	1	It Isn't the Mane Thing About You.txt	
waltzing	1	Boast Busters.txt	
maaaaaane	1	Power Ponies.txt	
anypony	2	Filli Vanilli.txt	Student Counsel.txt	
kidnapped	2	Stranger Than Fan Fiction.txt	The Times They Are A Changeling.txt	
awestruck	1	Newbie Dash.txt	
jewel	2	A Dog and Pony Show.txt	Simple Ways.txt	
voiceover	1	My Little Pony Equestria Girls: Movie Magic.txt	
knocked	4	A Rockhoof and a Hard Place.txt	The Lost Treasure of Griffonstone.txt	Gauntlet of Fire.txt	Uncommon Bond.txt	
bananas	2	Secrets and Pies.txt	The Washouts.txt	
clunk	1	Uncommon Bond.txt	
crackling	2	The Beginning of the End - Part 2.txt	To Where and Back Again - Part 1.txt	
ex-wonderbolt	1	The Washouts.txt	
counselor	1	Student Counsel.txt	
unless	15	Growing Up is Hard to Do.txt	Boast Busters.txt	The Cutie Re-Mark - Part 2.txt	The Beginning of the End - Part 1.txt	The Times They Are A Changeling.txt	A Royal Problem.txt	It Isn't the Mane Thing About You.txt	The Last Problem.txt	The Beginning of the End - Part 2.txt	Spike at Your Service.txt	The Perfect Pear.txt	Princess Spike.txt	The Washouts.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
wonderfully	1	The Saddle Row Review.txt	
yippie	1	Winter Wrap Up.txt	
stickin'	1	Party of One.txt	
measurements	1	Secrets and Pies.txt	
ought	2	It's About Time.txt	The Cutie Map - Part 1.txt	
chic"	1	Simple Ways.txt	
clump	1	Party of One.txt	
marshken	1	It Ain't Easy Being Breezies.txt	
designing	1	The Saddle Row Review.txt	
nnaa--	1	Griffon the Brush Off.txt	
softpad's	1	The Saddle Row Review.txt	
birth-iversary	1	Pinkie Pride.txt	
takers	1	Boast Busters.txt	
abandon	3	Twilight's Kingdom - Part 1.txt	Rarity Takes Manehattan.txt	Student Counsel.txt	
fish	1	Surf and or Turf.txt	
"eventually"	1	Princess Twilight Sparkle - Part 2.txt	
goo-goo	1	The Perfect Pear.txt	
"donkey"	1	A Friend in Deed.txt	
cannon	2	Castle Sweet Castle.txt	The Washouts.txt	
afterward	1	The End in Friend.txt	
reputation	3	Friendship University.txt	Sweet and Elite.txt	The Crystal Empire - Part 2.txt	
inside	2	Filli Vanilli.txt	Student Counsel.txt	
descriptions	1	The End in Friend.txt	
arrgh	1	The Crystal Empire - Part 2.txt	
phyllite	1	Uncommon Bond.txt	
innocently	1	Apple Family Reunion.txt	
tavern	1	Rarity Takes Manehattan.txt	
adjusting	1	Celestial Advice.txt	
crews	1	Winter Wrap Up.txt	
five	7	Boast Busters.txt	A Dog and Pony Show.txt	Marks for Effort.txt	Spike at Your Service.txt	Princess Spike.txt	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	
oodles	1	Three's A Crowd.txt	
"space	1	Keep Calm and Flutter On.txt	
e-nough	1	Princess Twilight Sparkle - Part 1.txt	
fits	3	My Little Pony Equestria Girls: Summertime Shorts.txt	Twilight Time.txt	Celestial Advice.txt	
hunger	2	To Where and Back Again - Part 2.txt	Secret of My Excess.txt	
discussion—	1	The Beginning of the End - Part 1.txt	
campaign	1	Crusaders of the Lost Mark.txt	
conflict	1	My Little Pony Equestria Girls: Movie Magic.txt	
loudly	2	Princess Spike.txt	The Saddle Row Review.txt	
reasons	6	Secrets and Pies.txt	The End in Friend.txt	A Royal Problem.txt	Celestial Advice.txt	The Washouts.txt	Apple Family Reunion.txt	
begging	3	Friendship University.txt	Castle Sweet Castle.txt	Student Counsel.txt	
update	1	The Beginning of the End - Part 1.txt	
l-love	1	The Times They Are A Changeling.txt	
meee—i	1	Castle Sweet Castle.txt	
rough-and-tumble	1	Hearth's Warming Eve.txt	
definition	2	Brotherhooves Social.txt	The Washouts.txt	
every	1	Apple Family Reunion.txt	
prepping	1	The Lost Treasure of Griffonstone.txt	
résistance	1	A Dog and Pony Show.txt	
mansion	1	Applejack's "Day" Off.txt	
two-to-one	1	Common Ground.txt	
slumbers	1	Do Princesses Dream of Magic Sheep?.txt	
monsters"	1	The Beginning of the End - Part 1.txt	
commercialized	1	The Break Up Break Down.txt	
down--swoosh--and	1	Griffon the Brush Off.txt	
nine-and-quarter-inch	1	It's About Time.txt	
chronological	1	Every Little Thing She Does.txt	
rubbish-scented	1	The Saddle Row Review.txt	
pinkie's	1	A Friend in Deed.txt	
syenite	1	The Gift of the Maud Pie.txt	
during	4	Celestial Advice.txt	Rarity Takes Manehattan.txt	The Washouts.txt	Student Counsel.txt	
ever'	1	Pinkie Apple Pie.txt	
draining	1	Dragon Dropped.txt	
"reformed"	1	Keep Calm and Flutter On.txt	
crest	1	Newbie Dash.txt	
plumatu	1	It Ain't Easy Being Breezies.txt	
decorating	2	The Hearth's Warming Club.txt	The Perfect Pear.txt	
agree	1	My Little Pony Equestria Girls: Movie Magic.txt	
focusing	2	Campfire Tales.txt	Amending Fences.txt	
cluck	1	Student Counsel.txt	
itself	2	Applejack's "Day" Off.txt	My Little Pony Equestria Girls: Movie Magic.txt	
enjoyable	2	Friendship University.txt	Uncommon Bond.txt	
versions	1	The One Where Pinkie Pie Knows.txt	
anyone	1	My Little Pony Equestria Girls: Movie Magic.txt	
betrayed	2	Twilight's Kingdom - Part 2.txt	Twilight's Kingdom - Part 1.txt	
moans	1	Dragonshy.txt	
wingpony	2	Top Bolt.txt	The Washouts.txt	
favorite	1	Apple Family Reunion.txt	
patrons	1	Filli Vanilli.txt	
broadcast	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
birds	1	Student Counsel.txt	
substitute	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
rubble	2	Campfire Tales.txt	To Where and Back Again - Part 2.txt	
event	1	Filli Vanilli.txt	
wherever	6	Secrets and Pies.txt	The End in Friend.txt	Winter Wrap Up.txt	The Beginning of the End - Part 2.txt	Simple Ways.txt	My Little Pony Equestria Girls: Movie Magic.txt	
witnessed	2	Pinkie Apple Pie.txt	Boast Busters.txt	
unprepared	1	The Hooffields and McColts.txt	
downstream	1	The Cutie Re-Mark - Part 2.txt	
sarcastically	8	Keep Calm and Flutter On.txt	Gauntlet of Fire.txt	Twilight's Kingdom - Part 1.txt	The Crystal Empire - Part 1.txt	A Royal Problem.txt	Celestial Advice.txt	The Washouts.txt	My Little Pony Equestria Girls: Movie Magic.txt	
fascinating	8	Friendship University.txt	The Lost Treasure of Griffonstone.txt	Gauntlet of Fire.txt	Twilight's Kingdom - Part 1.txt	Pinkie Apple Pie.txt	Uncommon Bond.txt	Maud Pie.txt	Student Counsel.txt	
rattling	1	Apple Family Reunion.txt	
bit's	1	Pinkie Apple Pie.txt	
mewling	1	To Where and Back Again - Part 2.txt	
"pears"	1	The Perfect Pear.txt	
cannot	1	Filli Vanilli.txt	
whooeee	1	Apple Family Reunion.txt	
yee-haw	5	My Little Pony Equestria Girls: Summertime Shorts.txt	Pinkie Apple Pie.txt	Tanks for the Memories.txt	The Cutie Map - Part 2.txt	Apple Family Reunion.txt	
poking	2	Keep Calm and Flutter On.txt	Friendship University.txt	
clues	3	The End in Friend.txt	The Perfect Pear.txt	My Little Pony Equestria Girls: Movie Magic.txt	
backfiring	1	Brotherhooves Social.txt	
bees'	1	The Cart Before the Ponies.txt	
prefer	6	Keep Calm and Flutter On.txt	Friendship University.txt	Every Little Thing She Does.txt	Forever Filly.txt	Maud Pie.txt	Castle Sweet Castle.txt	
club"	1	The End in Friend.txt	
oopsies	2	Tanks for the Memories.txt	Princess Twilight Sparkle - Part 1.txt	
tight	5	Secrets and Pies.txt	Brotherhooves Social.txt	Growing Up is Hard to Do.txt	Marks for Effort.txt	Applejack's "Day" Off.txt	
space	5	Keep Calm and Flutter On.txt	Hearth's Warming Eve.txt	The Gift of the Maud Pie.txt	Castle Sweet Castle.txt	The Saddle Row Review.txt	
konda	1	It Ain't Easy Being Breezies.txt	
reference	4	Common Ground.txt	Brotherhooves Social.txt	Growing Up is Hard to Do.txt	To Where and Back Again - Part 1.txt	
beeps	2	MMMystery on the Friendship Express.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	
r-o-c-s	1	Molt Down.txt	
chamber	2	The End in Friend.txt	It's About Time.txt	
arrange	1	Growing Up is Hard to Do.txt	
anygriff's	1	The Hearth's Warming Club.txt	
depart	2	Molt Down.txt	To Where and Back Again - Part 1.txt	
commitment	1	Made in Manehattan.txt	
nomming	1	The End in Friend.txt	
spade	2	The End in Friend.txt	Molt Down.txt	
wondercolts	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
fading	3	The Cutie Map - Part 2.txt	The Crystal Empire - Part 2.txt	Dragon Dropped.txt	
covered	9	Forever Filly.txt	Molt Down.txt	The Beginning of the End - Part 1.txt	Simple Ways.txt	The Mysterious Mare Do Well.txt	The Perfect Pear.txt	Celestial Advice.txt	Princess Spike.txt	Applejack's "Day" Off.txt	
slogan	1	The One Where Pinkie Pie Knows.txt	
rumble	2	Dragonshy.txt	Uncommon Bond.txt	
mcbigguns	1	The Break Up Break Down.txt	
"earth"	1	Hearth's Warming Eve.txt	
professionals	1	The Washouts.txt	
the-ugh	1	Feeling Pinkie Keen.txt	
moments	5	Top Bolt.txt	It's About Time.txt	Twilight's Kingdom - Part 1.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	To Where and Back Again - Part 2.txt	
petal	1	Growing Up is Hard to Do.txt	
public	1	Princess Spike.txt	
clubs	2	The Hooffields and McColts.txt	The Washouts.txt	
track	7	Twilight's Kingdom - Part 1.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	Once Upon a Zeppelin.txt	The Cutie Re-Mark - Part 2.txt	Princess Spike.txt	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
decoratin'	1	The Break Up Break Down.txt	
arrows"	1	Stranger Than Fan Fiction.txt	
unheard	1	Rarity Takes Manehattan.txt	
b-but	3	Brotherhooves Social.txt	It Isn't the Mane Thing About You.txt	Dragon Dropped.txt	
hinny	1	Rarity Takes Manehattan.txt	
trade	1	Maud Pie.txt	
currently	2	The Beginning of the End - Part 1.txt	The Saddle Row Review.txt	
horsey	1	Keep Calm and Flutter On.txt	
ambassador	1	The Last Problem.txt	
insisted	1	Castle Sweet Castle.txt	
normally	3	Maud Pie.txt	The Perfect Pear.txt	Rarity Takes Manehattan.txt	
vague	1	It's About Time.txt	
boysenberry	1	Secrets and Pies.txt	
soars	2	The Lost Treasure of Griffonstone.txt	Griffon the Brush Off.txt	
setting	5	Do Princesses Dream of Magic Sheep?.txt	Once Upon a Zeppelin.txt	The Last Problem.txt	Marks for Effort.txt	Rarity Takes Manehattan.txt	
one-two-three	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
"sing"	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
navigate	3	A Rockhoof and a Hard Place.txt	To Where and Back Again - Part 2.txt	The Last Problem.txt	
younger	3	The Cart Before the Ponies.txt	Growing Up is Hard to Do.txt	Student Counsel.txt	
himself"	1	Keep Calm and Flutter On.txt	
"day	2	Secrets and Pies.txt	The End in Friend.txt	
packages	2	The Break Up Break Down.txt	Once Upon a Zeppelin.txt	
lighting	1	Every Little Thing She Does.txt	
howdy)	1	A Friend in Deed.txt	
warming	1	The Hearth's Warming Club.txt	
placement	1	Top Bolt.txt	
endure	1	Molt Down.txt	
hobby	1	Common Ground.txt	
aaa	1	Filli Vanilli.txt	
ringing	2	Marks for Effort.txt	Apple Family Reunion.txt	
throat	1	Filli Vanilli.txt	
nest-making	1	Winter Wrap Up.txt	
essence	2	The Beginning of the End - Part 2.txt	Applejack's "Day" Off.txt	
'boring'"	1	A Royal Problem.txt	
aah	1	Student Counsel.txt	
why's	1	Growing Up is Hard to Do.txt	
culprit's	1	The End in Friend.txt	
sentimental	2	The Cutie Map - Part 2.txt	The Beginning of the End - Part 2.txt	
robbed	1	Gauntlet of Fire.txt	
settin'	2	Brotherhooves Social.txt	Princess Spike.txt	
why'd	3	The Break Up Break Down.txt	Bloom & Gloom.txt	The Perfect Pear.txt	
"dash"	1	Boast Busters.txt	
quilland	1	Maud Pie.txt	
sculpting	1	Forever Filly.txt	
(plan)	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
pulled	6	The Cutie Re-Mark - Part 1.txt	The Beginning of the End - Part 1.txt	Secret of My Excess.txt	The Perfect Pear.txt	Celestial Advice.txt	Rarity Takes Manehattan.txt	
unkindness	1	Rarity Takes Manehattan.txt	
oppression	1	Power Ponies.txt	
gustysnows"	1	Princess Spike.txt	
abs	1	Once Upon a Zeppelin.txt	
brutus	1	The One Where Pinkie Pie Knows.txt	
spin	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
ooh-hoo-hoo	1	The Perfect Pear.txt	
from–	1	Keep Calm and Flutter On.txt	
spit	3	Amending Fences.txt	Princess Spike.txt	Filli Vanilli.txt	
register	3	Hearth's Warming Eve.txt	The Gift of the Maud Pie.txt	Dragon Dropped.txt	
amulet's	1	Stranger Than Fan Fiction.txt	
hu-bu-bu-bu	1	Feeling Pinkie Keen.txt	
ace	3	The Cart Before the Ponies.txt	Top Bolt.txt	The Crystal Empire - Part 1.txt	
couple	1	Apple Family Reunion.txt	
offended	2	The Break Up Break Down.txt	The Hearth's Warming Club.txt	
saddle	1	The Saddle Row Review.txt	
guffaw	1	Pinkie Pride.txt	
sky's	2	Top Bolt.txt	Princess Twilight Sparkle - Part 1.txt	
agreeing	2	The Mysterious Mare Do Well.txt	Apple Family Reunion.txt	
pegasus	1	Princess Spike.txt	
act	5	The Cutie Map - Part 1.txt	Princess Twilight Sparkle - Part 1.txt	The Cutie Re-Mark - Part 2.txt	The Mysterious Mare Do Well.txt	My Little Pony Equestria Girls: Movie Magic.txt	
super-speed	1	My Little Pony Equestria Girls: Movie Magic.txt	
inhaling	1	A Rockhoof and a Hard Place.txt	
moustache	1	MMMystery on the Friendship Express.txt	
re-lighting	1	Griffon the Brush Off.txt	
add	3	Castle Sweet Castle.txt	The Saddle Row Review.txt	Applejack's "Day" Off.txt	
nincompoop	1	Three's A Crowd.txt	
alicorns	3	The Hooffields and McColts.txt	The Cutie Map - Part 1.txt	Once Upon a Zeppelin.txt	
consent	1	Once Upon a Zeppelin.txt	
ado	3	Once Upon a Zeppelin.txt	The Last Problem.txt	Filli Vanilli.txt	
mile–	1	Spike at Your Service.txt	
gyrocopter	1	Maud Pie.txt	
ninja	1	MMMystery on the Friendship Express.txt	
seaspray	1	A Rockhoof and a Hard Place.txt	
cultures	1	Dragon Dropped.txt	
exchange	4	The End in Friend.txt	Gauntlet of Fire.txt	Stranger Than Fan Fiction.txt	The Gift of the Maud Pie.txt	
hi-ho	1	A Dog and Pony Show.txt	
'round	1	Apple Family Reunion.txt	
discord;	1	To Where and Back Again - Part 2.txt	
soldiers	1	Campfire Tales.txt	
fruitcake	1	The Beginning of the End - Part 2.txt	
breeds	1	The Cutie Map - Part 1.txt	
"belle"	1	The Break Up Break Down.txt	
disturbing	2	Every Little Thing She Does.txt	Stranger Than Fan Fiction.txt	
happiness	3	The Cutie Map - Part 2.txt	The Hearth's Warming Club.txt	Maud Pie.txt	
morale	1	Once Upon a Zeppelin.txt	
snow-clearing	1	Winter Wrap Up.txt	
"anything"	1	Three's A Crowd.txt	
embrace	3	Friendship University.txt	Princess Twilight Sparkle - Part 1.txt	The Last Problem.txt	
'friendship'	1	Twilight's Kingdom - Part 1.txt	
ah-	1	Sweet and Elite.txt	
label	2	Uprooted.txt	Brotherhooves Social.txt	
recorded	2	Common Ground.txt	Three's A Crowd.txt	
collectively	1	Power Ponies.txt	
whinnies	3	Once Upon a Zeppelin.txt	The Crystal Empire - Part 2.txt	The Cutie Re-Mark - Part 2.txt	
age	1	Apple Family Reunion.txt	
smaller	4	The One Where Pinkie Pie Knows.txt	Uncommon Bond.txt	Dragon Dropped.txt	Student Counsel.txt	
agh	4	A Rockhoof and a Hard Place.txt	Gauntlet of Fire.txt	The Mysterious Mare Do Well.txt	Spike at Your Service.txt	
nemeses	1	Power Ponies.txt	
ago	7	Twilight Time.txt	The Last Problem.txt	The Perfect Pear.txt	Amending Fences.txt	Applejack's "Day" Off.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
years	4	Celestial Advice.txt	Rarity Takes Manehattan.txt	The Saddle Row Review.txt	Filli Vanilli.txt	
yaaa	1	Dragonshy.txt	
three-headed	1	It's About Time.txt	
stuttering	2	MMMystery on the Friendship Express.txt	It Isn't the Mane Thing About You.txt	
pleading	1	The Saddle Row Review.txt	
connects	1	The Cutie Re-Mark - Part 2.txt	
reinforce	1	Made in Manehattan.txt	
odds	2	Campfire Tales.txt	Stranger Than Fan Fiction.txt	
washouts	1	The Washouts.txt	
morari	1	Amending Fences.txt	
spoiler	2	Campfire Tales.txt	Three's A Crowd.txt	
aha	2	Feeling Pinkie Keen.txt	A Dog and Pony Show.txt	
slingshots	1	The Hooffields and McColts.txt	
fleas	1	Boast Busters.txt	
ahh	6	Sweet and Elite.txt	Surf and or Turf.txt	Boast Busters.txt	The Saddle Row Review.txt	Applejack's "Day" Off.txt	My Little Pony Equestria Girls: Movie Magic.txt	
eggs	4	Every Little Thing She Does.txt	Winter Wrap Up.txt	Spike at Your Service.txt	The Perfect Pear.txt	
whistle	3	Uncommon Bond.txt	The Last Problem.txt	My Little Pony Equestria Girls: Movie Magic.txt	
chamomile	3	The Break Up Break Down.txt	The Cart Before the Ponies.txt	Princess Twilight Sparkle - Part 1.txt	
melody	1	The Last Problem.txt	
ripoff	1	The Washouts.txt	
trilogy	1	Stranger Than Fan Fiction.txt	
spot	3	A Dog and Pony Show.txt	Spike at Your Service.txt	The Washouts.txt	
mighty	2	Uncommon Bond.txt	Spike at Your Service.txt	
sleeves	2	Keep Calm and Flutter On.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	
aid	1	A Royal Problem.txt	
death-defying	1	Celestial Advice.txt	
other	1	Apple Family Reunion.txt	
aim	1	The Mysterious Mare Do Well.txt	
hee-hee	3	The Break Up Break Down.txt	Common Ground.txt	The Gift of the Maud Pie.txt	
alphabetize	1	Marks for Effort.txt	
air	1	Filli Vanilli.txt	
defeat	1	The Beginning of the End - Part 2.txt	
she—	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
he-hey	1	Princess Spike.txt	
motivations	1	Stranger Than Fan Fiction.txt	
accommodate	2	Sweet and Elite.txt	Applejack's "Day" Off.txt	
she–	1	Sweet and Elite.txt	
speak	2	Princess Spike.txt	The Saddle Row Review.txt	
cowabunga	1	A Rockhoof and a Hard Place.txt	
achoo	2	It Isn't the Mane Thing About You.txt	The Perfect Pear.txt	
zeppelin	1	Once Upon a Zeppelin.txt	
spoiled	4	The One Where Pinkie Pie Knows.txt	Feeling Pinkie Keen.txt	It Isn't the Mane Thing About You.txt	Applejack's "Day" Off.txt	
shi-i-ine	1	Castle Sweet Castle.txt	
rea—	1	The Cutie Map - Part 2.txt	
shee-yucks	1	Newbie Dash.txt	
signing	4	Friendship University.txt	Common Ground.txt	Brotherhooves Social.txt	The Washouts.txt	
spun	1	The Last Problem.txt	
pekingese	1	Three's A Crowd.txt	
spur	1	Growing Up is Hard to Do.txt	
cage	1	Once Upon a Zeppelin.txt	
symmetry	1	Top Bolt.txt	
nemesis	1	Power Ponies.txt	
choppers	1	Apple Family Reunion.txt	
an'	5	Pinkie Apple Pie.txt	Brotherhooves Social.txt	Boast Busters.txt	Castle Sweet Castle.txt	Applejack's "Day" Off.txt	
all	1	Apple Family Reunion.txt	
imposter	1	Secrets and Pies.txt	
already	1	Student Counsel.txt	
barrels	2	The Cart Before the Ponies.txt	The Cutie Map - Part 2.txt	
strangers	2	The Cutie Map - Part 2.txt	Rarity Takes Manehattan.txt	
cafe	1	Sweet and Elite.txt	
i'd—	1	Princess Spike.txt	
singled	1	Keep Calm and Flutter On.txt	
fifteen-layer	1	The Lost Treasure of Griffonstone.txt	
bitty	1	Griffon the Brush Off.txt	
responds	1	Princess Twilight Sparkle - Part 1.txt	
altius	1	Newbie Dash.txt	
and	1	Apple Family Reunion.txt	
freaking	1	It's About Time.txt	
undermine	1	Friendship University.txt	
louder	1	Growing Up is Hard to Do.txt	
ant	1	The One Where Pinkie Pie Knows.txt	
buffets	1	My Little Pony Equestria Girls: Movie Magic.txt	
"theory	1	A Rockhoof and a Hard Place.txt	
any	1	Apple Family Reunion.txt	
doodle	1	A Friend in Deed.txt	
untie	1	Winter Wrap Up.txt	
bungee-jumping	1	Once Upon a Zeppelin.txt	
coraline	1	A Friend in Deed.txt	
warmin'	1	Castle Sweet Castle.txt	
until	3	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
reversed	1	Every Little Thing She Does.txt	
thought	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
spying	2	The Break Up Break Down.txt	Crusaders of the Lost Mark.txt	
taste	2	Maud Pie.txt	Apple Family Reunion.txt	
anywhere	2	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
battalion	1	Campfire Tales.txt	
friendship's	3	To Where and Back Again - Part 2.txt	The Crystal Empire - Part 1.txt	The Cutie Re-Mark - Part 2.txt	
cheese"	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
cake	1	Student Counsel.txt	
cryin'	1	Marks for Effort.txt	
hired	3	It Isn't the Mane Thing About You.txt	The Mysterious Mare Do Well.txt	The Saddle Row Review.txt	
sweater	1	It Ain't Easy Being Breezies.txt	
resort	1	Friendship University.txt	
lightning	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
tummy	5	Secrets and Pies.txt	Dragonshy.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	Feeling Pinkie Keen.txt	Three's A Crowd.txt	
devoted	1	Twilight Time.txt	
broke	5	The Break Up Break Down.txt	The Lost Treasure of Griffonstone.txt	Pinkie Pride.txt	Dragonshy.txt	The Gift of the Maud Pie.txt	
apt	1	Celestial Advice.txt	
nail	2	A Dog and Pony Show.txt	Apple Family Reunion.txt	
spirits	2	The Crystal Empire - Part 2.txt	The Beginning of the End - Part 2.txt	
testament	1	Friendship University.txt	
duchess	1	Twilight's Kingdom - Part 1.txt	
yaaaaaay	1	Amending Fences.txt	
good-lookin'	1	Pinkie Pride.txt	
tasty	3	MMMystery on the Friendship Express.txt	Forever Filly.txt	Secret of My Excess.txt	
reinforcements	1	The End in Friend.txt	
choices	1	Maud Pie.txt	
ruling-a-kingdom	1	Celestial Advice.txt	
princess-adoring	1	Once Upon a Zeppelin.txt	
apple-related	1	Bloom & Gloom.txt	
whoooooaaaa	1	To Where and Back Again - Part 2.txt	
northwest	2	A Rockhoof and a Hard Place.txt	Common Ground.txt	
yaks	3	The Hearth's Warming Club.txt	It Isn't the Mane Thing About You.txt	The Last Problem.txt	
grandniece	1	The Gift of the Maud Pie.txt	
sleepers	1	Castle Sweet Castle.txt	
odor	1	Molt Down.txt	
cookies	1	A Friend in Deed.txt	
quarrels	1	Hearth's Warming Eve.txt	
increases	1	A Friend in Deed.txt	
pockets	1	The Lost Treasure of Griffonstone.txt	
are	1	Apple Family Reunion.txt	
food"	1	Winter Wrap Up.txt	
came	3	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
cleaning"	1	Marks for Effort.txt	
arm	2	The Hooffields and McColts.txt	Tanks for the Memories.txt	
art	6	Pinkie Pride.txt	Stranger Than Fan Fiction.txt	It's About Time.txt	Sweet and Elite.txt	Uprooted.txt	Secret of My Excess.txt	
eeeheeeheee	1	A Friend in Deed.txt	
